Make,Model,Year,Price,Mileage,Body_Type,Cylinders,Transmission,Fuel_Type,Color,Location
volvo,other,2018,46517,184741,Coupe,4,Manual Transmission,Gasoline,Black, Dubai
nissan,patrol,2012,123120,258187,Wagon,8,Automatic Transmission,Gasoline,White, Dubai
bmw,x5,2007,49240,14253,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
bmw,x6,2010,61013,156233,SUV,8,Automatic Transmission,Gasoline,Brown, Sharjah
nissan,xterra,2010,133535,137202,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
land-rover,range-rover-sport,2006,47548,245917,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
lamborghini,urus,2011,1689671,23224,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
kia,sportage,2012,34193,96689,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
renault,koleos,2016,25992,63194,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-sport,2020,39697,123918,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai
mercedes-benz,gl-class,2018,28394,161998,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
dodge,challenger,2013,26427,106883,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
lexus,rx-series,2015,59499,33361,SUV,6,Automatic Transmission,Gasoline,Burgundy, Dubai
maybach,57,2021,480525,38224,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai
bentley,continental,2005,426027,82742,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai
porsche,cayenne,2010,88412,192328,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
bmw,7-series,2022,39784,279999,Sedan,6,Automatic Transmission,Gasoline,Gold, Dubai
jaguar,xf,2007,114132,183215,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2010,36668,252933,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2019,99327,21337,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
mercedes-benz,v-class,2014,390386,93714,Van,4,Automatic Transmission,Gasoline,Black, Dubai
lexus,is-series,2022,29920,50925,Sedan,6,Automatic Transmission,Gasoline,Grey, Sharjah
mercedes-benz,gl-class,2005,171497,62377,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
lexus,rx-series,2007,132610,284306,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2018,254064,99211,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
maserati,levante,2007,231117,158440,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
ford,f-series-pickup,2016,217844,283097,Pick Up Truck,6,Automatic Transmission,Gasoline,Blue, Dubai
porsche,cayenne,2009,532119,64987,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
toyota,highlander,2013,77979,61877,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
kia,sorento,2020,12311,14873,SUV,6,Automatic Transmission,Gasoline,Red, Dubai
infiniti,q30,2007,100775,191795,SUV,4,Automatic Transmission,Gasoline,Red, Abu Dhabi
infiniti,q70,2024,60696,184117,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
lexus,rx-series,2016,93664,297412,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2005,196019,59946,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
cadillac,ats,2020,56270,221097,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,land-cruiser,2014,550615,11042,SUV,6,Automatic Transmission,Diesel,Black, Dubai
porsche,carrera,2016,829443,181585,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
audi,q5,2005,38215,39785,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
bmw,x5,2010,85338,105298,SUV,8,Automatic Transmission,Gasoline,White, Dubai
volkswagen,scirocco,2012,48867,37487,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
porsche,carrera,2005,473323,140047,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai
audi,a4,2006,70560,222771,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
porsche,carrera,2010,936760,122379,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,s-class,2022,139303,99564,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
hyundai,elantra,2005,25438,230293,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
porsche,cayenne,2017,556888,264894,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
ford,bronco,2010,279409,100858,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
ford,figo,2016,22999,158274,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
ford,fiesta,2006,11446,108239,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2022,707574,297703,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,a-class,2009,74811,54572,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,c-class,2019,125608,119984,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2024,80246,114079,SUV,8,Automatic Transmission,Gasoline,Grey,Al Ain
dodge,durango,2009,24835,285522,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
dodge,charger,2019,164832,142261,Sedan,8,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,v-class,2020,822999,108397,Van,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,hiace,2012,47086,30504,Van,4,Manual Transmission,Gasoline,White, Dubai
toyota,hilux,2020,124632,152089,Pick Up Truck,4,Manual Transmission,Diesel,White, Dubai
kia,sportage,2011,55549,113292,Crossover,4,Automatic Transmission,Gasoline,White, Dubai
ford,mustang,2010,61962,209545,Coupe,4,Automatic Transmission,Gasoline,Orange, Sharjah
mercedes-benz,e-class,2007,206595,183305,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
ford,explorer,2017,46595,65836,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,g-class,2005,686901,101053,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
tesla,model-3,2005,242213,250961,Sedan,4,Automatic Transmission,Electric,Black, Abu Dhabi
mini,cooper,2020,94544,85038,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
toyota,yaris,2015,56235,155657,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2007,125891,224342,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
land-rover,lr4,2017,97329,212833,SUV,6,Automatic Transmission,Gasoline,White, Dubai
tesla,model-3,2024,200528,227130,Sedan,4,Automatic Transmission,Electric,Black, Dubai
bentley,continental-flying-spur,2015,815064,197475,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-sport,2017,147288,270874,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
rolls-royce,wraith,2022,1545112,196902,Sedan,12,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,s-class,2012,1571010,167500,Sedan,12,Automatic Transmission,Gasoline,White, Dubai
audi,s5rs5,2022,151880,142140,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai
bmw,6-series,2010,267630,291521,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover-sport,2019,49759,273182,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
bentley,continental-gt,2019,278204,166290,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
porsche,cayenne,2018,405462,165934,SUV,6,Automatic Transmission,Gasoline,White, Dubai
ford,explorer,2024,37490,36269,SUV,6,Automatic Transmission,Gasoline,White, Sharjah
cadillac,ct6,2013,160145,230516,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2011,829810,289249,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai
porsche,carrera,2012,174661,271863,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai
chevrolet,camaro,2018,52708,113172,Coupe,8,Manual Transmission,Gasoline,White, Dubai
lexus,lx600,2006,790262,35774,SUV,6,Automatic Transmission,Gasoline,White, Al Ain
jaguar,xf,2019,114753,41000,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
ferrari,458-spider,2012,779535,222964,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai
land-rover,range-rover,2008,140542,279599,SUV,8,Automatic Transmission,Gasoline,White, Dubai
tesla,model-3,2009,223167,212646,Sedan,4,Automatic Transmission,Electric,Silver, Dubai
lamborghini,huracan,2006,1084707,153367,Coupe,10,Automatic Transmission,Gasoline,Green, Dubai
dodge,charger,2005,93178,191986,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
toyota,rav-4,2005,141229,15530,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,prado,2007,57119,204467,SUV,6,Automatic Transmission,Gasoline,White, Sharjah
volkswagen,golfr,2020,75951,175720,Hatchback,4,Automatic Transmission,Gasoline,White, Sharjah
audi,s3rs3,2019,239540,119290,Sedan,5,Automatic Transmission,Gasoline,Grey, Dubai
toyota,corolla,2020,53129,37994,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
infiniti,q80,2014,116809,124769,SUV,8,Automatic Transmission,Gasoline,White, Dubai
audi,a8,2024,248020,141443,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
volkswagen,touareg,2007,156011,238979,SUV,6,Automatic Transmission,Gasoline,White, Dubai
bmw,m2,2011,161532,231862,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai
land-rover,range-rover-sport,2020,118740,119540,SUV,8,Automatic Transmission,Gasoline,White, Dubai
ford,bronco,2024,266620,81957,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
tesla,model-s,2013,270906,238954,Sedan,4,Automatic Transmission,Electric,White, Abu Dhabi
maserati,quattroporte,2008,64765,110520,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
toyota,rav-4,2021,33264,211402,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
dodge,durango,2023,31473,223396,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
volkswagen,beetle,2019,24544,176151,Coupe,4,Automatic Transmission,Gasoline,Grey, Dubai
nissan,sentra,2005,25128,186574,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah
gmc,acadia,2015,47015,264915,SUV,6,Automatic Transmission,Gasoline,White, Dubai
bmw,5-series,2007,68207,227510,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai
nissan,sunny,2012,34482,145209,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
maserati,quattroporte,2012,128404,195478,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,s-class,2018,184971,175793,Sedan,8,Automatic Transmission,Gasoline,Blue, Sharjah
mercedes-benz,g-class,2013,252352,110165,Sports Car,8,Automatic Transmission,Gasoline,Black, Al Ain
lexus,ls-series,2017,47473,89345,Sedan,8,Automatic Transmission,Gasoline,Silver, Sharjah
ford,f-series-pickup,2019,58205,35139,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai
land-rover,range-rover,2013,235152,30425,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
mazda,cx-9,2017,107183,243573,SUV,4,Automatic Transmission,Gasoline,Red, Dubai
toyota,sienna,2009,34399,89994,Van,6,Automatic Transmission,Gasoline,Grey, Dubai
dodge,magnum,2021,20569,102636,Hatchback,6,Automatic Transmission,Gasoline,White, Dubai
gmc,sierra,2017,59260,167647,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah
gmc,terrain,2016,20020,257995,SUV,6,Automatic Transmission,Gasoline,White, Dubai
ford,edge,2009,28583,201350,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
porsche,cayenne,2020,240278,172893,SUV,6,Automatic Transmission,Gasoline,Blue, Ajman
alfa-romeo,giulietta,2009,49710,109374,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai
toyota,rav-4,2023,53518,235022,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
audi,e-tron,2013,436324,225163,Sedan,4,Automatic Transmission,Electric,White, Dubai
mercedes-benz,e-class,2020,53068,262282,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,altima,2022,52505,83412,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
toyota,rav-4,2018,33868,266911,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
porsche,carrera,2015,1251907,71953,Sports Car,4,Automatic Transmission,Gasoline,Black, Dubai
porsche,cayenne,2014,118095,272342,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
ferrari,sf90-stradale,2005,2735239,51680,Sports Car,8,Automatic Transmission,Gasoline,Yellow, Dubai
nissan,pathfinder,2017,39613,144416,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
chevrolet,camaro,2010,115083,87975,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai
ferrari,f8-tributo,2023,1349122,274623,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
suzuki,kizashi,2011,32734,178676,Sedan,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi
ford,ecosport,2024,18757,50629,SUV,4,Automatic Transmission,Gasoline,Yellow, Dubai
toyota,hilux,2020,76092,219696,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai
honda,odyssey,2022,19228,76524,Sedan,4,Automatic Transmission,Gasoline,Black,Sharjah
honda,hr-v,2023,52295,283781,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
tesla,model-x,2007,449164,55731,SUV,4,Automatic Transmission,Electric,Black, Dubai
mercedes-benz,glc,2005,300812,159037,SUV,4,Automatic Transmission,Gasoline,White, Dubai
ford,edge,2010,39454,231942,SUV,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi
mercedes-benz,g-class,2012,1280125,208755,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,g-class,2018,169223,167208,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,g-class,2005,846321,171062,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
dodge,charger,2010,32832,173561,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi
mitsubishi,pajero,2011,28768,184320,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
porsche,cayenne,2018,1039272,243029,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,amg,2005,2297340,146812,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,c-class,2006,200397,272168,Coupe,4,Automatic Transmission,Gasoline,Grey, Dubai
bmw,x5,2007,374827,141672,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
renault,captur,2020,40378,94201,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai
bentley,continental,2020,77511,71522,Coupe,12,Automatic Transmission,Gasoline,White, Sharjah
mitsubishi,pajero,2011,59542,222722,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
gmc,savana,2015,62112,159497,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
bmw,3-series,2023,73927,97800,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2019,210313,286602,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
volkswagen,jetta,2024,38861,67980,Sedan,5,Automatic Transmission,Gasoline,Black, Sharjah
porsche,macan,2015,144200,183753,SUV,6,Automatic Transmission,Gasoline,White, Dubai
bmw,7-series,2010,38723,254939,Sedan,6,Automatic Transmission,Gasoline,White, Sharjah
porsche,cayenne,2008,32673,287228,SUV,8,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2013,426339,136522,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
lincoln,navigator,2023,239368,148843,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah
ford,mustang,2016,26957,53123,Coupe,6,Manual Transmission,Gasoline,Black, Abu Dhabi
cadillac,ct5,2012,154315,75785,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
lamborghini,huracan,2019,774707,168193,Sports Car,10,Automatic Transmission,Gasoline,Yellow, Dubai
chevrolet,silverado,2020,66585,16068,Pick Up Truck,8,Automatic Transmission,Gasoline,Brown, Dubai
toyota,rav-4,2024,36059,199505,SUV,4,Automatic Transmission,Gasoline,Red, Abu Dhabi
bmw,6-series,2010,51194,79797,Coupe,8,Automatic Transmission,Gasoline,Gold, Dubai
nissan,altima,2020,35459,63362,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah
bmw,7-series,2015,540327,84867,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai
maserati,quattroporte,2021,129274,51164,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
audi,r8,2009,464101,201442,Coupe,10,Automatic Transmission,Gasoline,Red, Dubai
mitsubishi,outlander,2014,24867,192736,Crossover,6,Automatic Transmission,Gasoline,Black, Dubai
porsche,carrera,2023,145357,241265,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai
bentley,continental-gt,2017,112397,174134,Coupe,12,Automatic Transmission,Gasoline,Teal, Abu Dhabi
nissan,patrol,2018,112580,131674,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
toyota,land-cruiser,2014,359060,110987,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
porsche,carrera,2017,383055,210416,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2022,72113,202028,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai
audi,a6,2013,159258,228367,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
audi,a8,2012,157546,123482,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
chevrolet,tahoe,2015,38416,184446,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah
mercedes-benz,gl-class,2011,38428,138727,SUV,8,Automatic Transmission,Gasoline,Blue, Abu Dhabi
mercedes-benz,s-class,2020,428211,193352,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai
honda,accord,2014,23597,76311,Sedan,4,Automatic Transmission,Gasoline,Burgundy, Dubai
lamborghini,huracan,2018,824602,91950,Coupe,10,Automatic Transmission,Gasoline,Grey, Dubai
gmc,terrain,2013,75481,105784,SUV,6,Automatic Transmission,Gasoline,White, Dubai
lexus,lx600,2018,701018,104677,SUV,5,Automatic Transmission,Gasoline,Grey, Dubai
cadillac,escalade,2020,264125,28272,SUV,8,Automatic Transmission,Gasoline,White, Dubai
maserati,quattroporte,2019,176851,60894,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,avanza,2021,26829,185218,SUV,4,Automatic Transmission,Gasoline,Black, Abu Dhabi
volkswagen,tiguan,2009,100054,14183,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
bmw,4-series,2013,148449,284169,Hard Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai
bmw,7-series,2014,444220,65273,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
porsche,panamera,2022,77053,145164,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
bentley,continental-flying-spur,2016,328504,241418,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
jeep,compass,2014,98328,244805,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,gl-class,2022,119306,114895,SUV,8,Automatic Transmission,Gasoline,White, Dubai
ford,van,2022,62116,123084,Van,4,Automatic Transmission,Gasoline,White, Dubai
bentley,continental-gt,2005,205228,253708,Soft Top Convertible,12,Automatic Transmission,Gasoline,Blue, Dubai
bmw,x5,2007,48485,80478,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,asx,2023,28227,93451,SUV,4,Automatic Transmission,Gasoline,White, Dubai
honda,cr-v,2013,60958,182885,SUV,4,Automatic Transmission,Gasoline,Blue, Sharjah
nissan,patrol,2012,112313,168483,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah
volkswagen,tiguan,2012,26449,90347,SUV,4,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2023,19399,200500,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
audi,q5,2014,42716,24534,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
ferrari,599gtb,2009,499983,128241,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai
renault,fluence,2023,37873,204768,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai
chevrolet,camaro,2009,180383,177177,Coupe,8,Automatic Transmission,Gasoline,Yellow, Dubai
ford,bronco,2022,309065,59332,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
nissan,altima,2011,34565,252342,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,g-class,2021,893759,76951,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
bentley,continental-flying-spur,2017,279500,195896,Sedan,12,Automatic Transmission,Gasoline,White, Dubai
audi,q7,2024,76452,31030,SUV,6,Automatic Transmission,Gasoline,White, Dubai
lexus,ls-series,2021,39470,138464,Sedan,8,Automatic Transmission,Gasoline,Silver, Sharjah
lexus,is-series,2018,46820,183438,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2024,229317,48391,SUV,8,Automatic Transmission,Gasoline,White, Dubai
ford,f-series-pickup,2020,143825,267396,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,c-class,2018,242208,170515,Coupe,4,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-sport,2024,331171,57279,Wagon,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,cls-class,2007,81268,146020,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
bmw,x5,2011,143288,21674,SUV,6,Automatic Transmission,Gasoline,White, Dubai
alfa-romeo,giulia,2014,132761,146575,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
